"67","50 X 8mm LUG","CTL50-8","Kanban Stock",200,1000,0,1000,"Sent","NA","2023-07-11 07:16:47","NA"
"76","95MM COPPER LUG 10MM STUD BELL","CTL95-8","Kanban Stock",110,120,0,120,"Sent","NA","2023-07-11 07:20:51","NA"
