"21","Ferrule Insulated Yellow 70mm","BL700",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"22","Ferrule Insulated Red 95mm","BL950",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"23","Ferrule Uninsulated 10mm long","UBL100L",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"24","Ferrule Uninsulated 16mm long","UBL160L",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"25","Ferrule Uninsulated 25mm long","UBL250L",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"26","Spade Red 3mm","SL1-3",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"27","Spade Red 3.5mm","SL1-3.5",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"28","Spade Red 5mm","SL1-5",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"29","SPADE RED 6MM","SL1-6",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"30","BLADE RED 10mm COPPER SLEEVE","FB1-10CS",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"31","Ring Red 8mm","RL1-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"32","Spade Blue 3mm","SL2-3",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"33","Spade Blue 3mm","SL2-3.5",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"34","Spade Blue 5mm","SL2-5",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"35","Spade Blue 6mm Copper Sleeve","SL2-6CS",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"36","Round Lug Ring Blue 6mm","RL2-6",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"37","RING TERMANAL STD 1.04-2.63mm","RL2-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"38","BLADE BLUE 13MM COPPER SLEEVE","FB2-13CS",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"39","Ring Yellow 5mm Copper Sleeve","RL5-5CS",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"40","Ring Yellow 6mm Copper Sleeve","RL5-6CS",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"41","Ring Yellow 8mm Copper Sleeve","RL5-8CS",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"42","Ring Yellow 10mm Copper Sleeve","RL5-10CS",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"43","Ring Yellow 12mm Copper Sleeve","RL5-12CS",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"44","Blade Yellow 18mm Copper Sleeve","FB5-18CS",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"45","Blade Yellow 10mm Copper Sleeve","FB5-10CS",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"46","WASHER LOAD M8X 18 X 2 HDS Z/P","WBM8182Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-13 23:12:24","Kanban Stock",2
"47","WASHER LOAD M10 X 23 X 2.5 HDS Z/P","WLM10Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"48","WASHER LOAD M12","WLM12Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"48.1","SPADE YELLOW 5mm","SL5-5",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"48.2","M8 X 25 MM SOCKET HEAD CAP SCREW CL 12.9 ZP","SHCSM825Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"49","SELF TAPPER 10GX3/4(20MM) PAN XR PHILLIPS ZINC","ST1034PXZ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"50","SCREW THRD/CUTT TYPE 23 PAN-PH STAIN 4 X 1/4","3665202316",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"51","Drilling scrw- hexagon hd- flanged- inch SCR-SDM-HWF-WS5/ /16-(CL2)-12G_14X20","3665202420",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"52","6mm x 8 Copper Lug","CTL6-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"53","10mm X 6 Copper Lug ","CTL10-6",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"54","10 X 8 Copper Lug","CTL10-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"55","10mm Copper Lug 10mm Stud Bell","CTL10-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"56","10mm Copper Lug 12mm Stud Bell","CTL10-12",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"57","16mm Copper Lug 6mm Stud Bell","CTL16-6",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"58","16mm Copper Lug 8mm Stud Bell","CTL16-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"59","16mm Copper Lug 10mm Stud Bell","CTL16-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"60","25mm Copper Lug 6mm Stud Bell","CTL25-6",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"61","25mm Copper Lug 8mm Stud Bell","CTL25-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-13 23:13:16","Kanban Stock",2
"62","25mm Copper Lug 10mm Stud Bell","CTL25-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"63","35mm Copper Lug 6mm Stud Bell","CTL35-6",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"64","35mm Copper Lug 8mm Stud Bell","CTL35-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"65","35 X 10mm LUG","CTL35-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"66","50mm Copper Lug 6mm Stud Bell","CTL50-6",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"67","50 X 8mm LUG","CTL50-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"68","50 X 8mm LUG (same as 67)","CTL50-8xxx",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"69","50mm Copper Lug 10mm Stud Bell","CTL50-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"70","70mm Copper Lug 6mm Stud Bell","CTL70-6",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"71","Narrow Palm Lug 70-6mm","CTLNP70-6",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"72","70mm Copper Lug 8mm Stud Bell","CTL70-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-13 23:13:38","Kanban Stock",2
"73","70mm Copper Lug 8mm Stud Bell (same as 72)","CTL70-8xxx",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"74","70mm Copper Lug 10mm Stud Bell","CTL70-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"75","Narrow Palm Lug 70-10mm","CTLNP70-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"76","95MM COPPER LUG 10MM STUD BELL","CTL95-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-13 23:13:49","Kanban Stock",2
"77","NARROW PALM LUG 95-8mm","CTLNP95-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"78","95MM COPPER LUG 10MM STUD BELL","CTL95-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"79","95 x 10mm NARROW PALM LUG","CTLNP95-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"80","Narrow Palm Lug 120-10mm","CTLNP120-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"81","150mm Copper Lug 8mm Stud Bell","CTL150-8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"82","150mm Cpr Lug 10mm Stud Bell","CTL150-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"83","Narrow Palm Lug 150-10mm","CTLNP150-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"84","Narrow Palm Lug 185-10mm","CTLNP185-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"85","240mm COPPER LUG 10mm STUD BELL","CTL240-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-13 23:14:09","Kanban Stock",2
"86","Narrow Palm Lug 240-10mm","CTLNP240-10",0,0,0,0,0,0,\N,0,0,0,"2023-06-13 23:14:25","Kanban Stock",2
"87","M4 x 10 MACHINE SCREW CHEESE SLOT ZP","MTM410CHSZ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"88","SCREW STEEL PAN-HD POZI 4X16MM","41311",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"89","4 x 20mm screw","28378",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"90","4mm Spring Washer","33031",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"91","4mm Flat Washer (small)","8344",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"92","4mm nut","3167",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"93","SCREW M5 X 30 PAN HEAD","060607P47        ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"94","5mm SPRING WASHER ZP","5891",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"95","5mm FLAT WASHER 5 x 10 x 1mm","8345",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"96","3/16X1/2X20G FLAT WASHER ZP","WF3161220Z       ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"97","M5 HEX NUT ZP","NM5Z             ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"98","5MM EXTERNAL TOOTH WASHER ZP","WETM5Z           ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"99","5MM INTERNAL TOOTH WASHER ZP","WITM5Z           ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"100","M6 X 30 MACHINE SCREWS PAN SLO","MTM630PSBR       ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"101","M6 X 40 PAN PHIL METAL THREAD","MTM640PXZ        ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"102","M6 Flat Head Bolt","CSTUDM625Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"103","6mm Spring coil Zinc Washer 1/4x1/16/1/16","8691",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"104","6mm FLAT WASHER 6x 15.8x1.6mm","401",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"105","1/4 x 3/4 x 16 Imperial Washer","8578",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"106","WASHER FLAT ROUND ZINC 6mm (1/4)","WASHM6ZP         ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"107","6mm nut","NM6Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"108","SCR-HEX-ISO4017-8.8-WS13-(A2K) - M8x12","30157",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"109","M8 x 16 Hex Screw","30153",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"110","8mmx25mm Flat Head Bolt","Not Available",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"111","SCREW SET H/T GR8.8 HEX 8x20mm","20mm",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"112","M8 X 25 HEX SET SCREW CL 8.8 Z","10mm",0,0,0,0,0,0,\N,0,0,0,"2023-06-13 23:12:41","Kanban Stock",2
"113","M8X30 SET SCREW","Its a washer",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"114","M8 X 35 HEX SET SCREW CL 8.8 Z","12mm",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"115","8MM INTERNAL TOOTH WASHER ZP","WITM8Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"116","8mm Nut","3179",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"117","M10 X 16 Hex Crew","SSM1016Z8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"118","M10 X 20 HEX SET SCREW CL 8.8","SSM1020Z8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"119","M10 X 25 HEX SET SCREW CL 8.8 ZINC SILVER","SSM1025Z8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"120","SCREW M10 X 30 HEX SET 8.8 H/T","060609C50",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"121","SCREW M10 x 35  SET H/T GR8.8 HEX-HD","415",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"122","NUT HEX-STEEL TRIVALENT-ZINC 10MM","3180",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"123","SCREW SET H/T GR8.8 HEX TRIV.ZINC     MM 12X35","432",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"124","SCREW M12 X 40 HEX SET 8.8 F/T","060609C82",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"125","SCREW M12 X 45 HEX SET 8.8 F/T","SSM1245Z8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"126","WASHER FLAT STEEL BRIGHT (STD)  ZINC   MM 12X24X1.6","8349",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"127","WASHER SPRING COIL TRIV-480  MM 12X4X2.5","801",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"128","25mm Flat Head Screw ( Temp E&N Screw)","___",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"129","10G X 1 IN PAN XR SELF TAPPING","ST101PXZ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"130","RIVET BLIND ALUM DOME (ASP-5-2)","18289",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"131","RIVET BLIND ALUM DOME (ASP-5-4)","RAS54",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"132","RIVET ALUMINIUM STEEL STEM 6-8","RAS68",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"133","6 - 12 Rivet","RAS612",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"134","M8 x 25 Stailess Steel Bolts","SSM825S",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"135","M5 x 10 Screw","060607C42",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"136","SCREW M5 X 12 PAN HD PHILIPS","060607C43",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"137","SCREW STEEL PAN-HD POZI 5X20MM","28388",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"138","M5 x 20  Screw","SSM520Z8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"139","M5 X 20 PAN PHIL METAL THREAD","MTM520CXZ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"140","SCREW M5 X 25 PAN HD PHILLIPS","060607C46",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"141","SCREW M5 X 30 PAN HEAD","060607P47",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"142","5mm Brass Spring Washer","_________",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"143","5mm Brass Flat Washer","WFM5BR",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"144","5MM BRASS NUT","NM5BR",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"145","M6 X 12 HEX SET SCREW CL 8.8 ZINC SILVER","41522",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"146","M6X16 PAN HD PHILIPS","060618C01",0,0,0,0,0,0,\N,0,0,0,"2023-06-13 23:12:59","Kanban Stock",2
"147","6 x 20mm SCREW","15888",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"148","6 X 25MM HEX HEAD SCREW","SSM625Z8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"149","6MM EXTERNAL TOOTH WASHER ZP ","WETM6Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"150","6MM INTERNAL TOOTH WASHER ZP ","WITM6Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"151","M6 X 20 MACHINE SCREWS PAN SLO","MTM620PSBR",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"152","M6 X 30 MACHINE SCREWS PAN ","MTM630PSBR",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"153","6MM FL BR WASHER","WFM6BR",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"154","6MM BRASS NUT","NM6BR",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"155","SCREW M8 X 40 HEX SET 8.8 H/T","060609C30",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"156","SCREW SET HIGHTENSILE GR8.8 8x50MM","30208",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"157","M8 X 75MM SCREW","SSM875Z8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"158","M8 x 3 x 2.0 SPRING WASHER ZP","33042",0,0,0,0,0,0,\N,0,0,0,"2023-06-13 23:15:06","Kanban Stock",2
"159","WSH-FL-AS1237-BRIGHT-NORMAL- (A2K)-D8-4R","8347",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"160","5/16 X 1 1/4 X 16G FLAT WASHER","WF51611416Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"161","M10 X 40MM SCREW","SSM1040Z8",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"162","M10 X 50MM SCREW","SSM1050ZP",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"163","M10 X 120MM SCREW","SSM10120ZP",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"164","WASHER SPRING COIL ZINC (STD) MM 10X3.5X2.2","33045",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"165","10mm Flat washer","8348",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"166","Lockwasher 10mm internal","WITM10Z",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"167","M12 HEX NUT CL 8 ZP","3181",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"168","M6 X 25 GRUB SCREW","GSM625P",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"169","M8 X 25 GRUB SCREW","GSM825P",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"170","M10 X 25 GRUB SCREW","GSM1025P",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"171","SCREW 8-18 X 12 METAL SDS BUTTON WAFER HEAD ","TSB812ZY",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"172","12mm SADDLE MOUNTING SCREW","TSP8127",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"173","8G X 1 IN PAN XR SELF TAPPING SCREW ZP","ST81PXZ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"174","M8 X 45MM SCREW","SSM845S",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"175","6MM SP WASHER SS","WSM6S",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"176","8MM SP WASHER SS","WSM8S",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"177","10MM SP WASHER SS","WSM10S",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"178","6MM FL WASHER SS","WFM6S",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"179","8MM FL WASHER SS","363400108",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"180","8MM NUT SS","NM8S",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"181","Self Tapping Screw 5mm x 12","TTM512PZZ",0,0,0,0,0,0,\N,0,0,0,"2023-06-05 01:48:19","Kanban Stock",2
"0","Test","MX",0,1500,500,1000,0,0,\N,0,0,0,"2023-06-26 00:12:18","Kanban Stock",2
"BH1","KDN400 TOP HAT FOR ADV","ADVTHKDN400",0,0,0,0,0,0,\N,0,0,0,"2023-06-15 22:52:23","TopHats",2
"BH2","ADV-CONTROL SWITCH","ADVTHCS3F50DV",0,0,0,0,0,0,\N,0,0,0,"2023-06-15 22:52:23","TopHats",2
"BH3","ADV Cable Support Bracket","ADVCSUPBKT",0,0,0,0,0,0,\N,0,0,0,"2023-06-15 22:52:23","TopHats",2
"BH4","Contactor Mounting Bkt (Ext)","ADV-CC50 ",0,0,0,0,0,0,\N,0,0,0,"2023-06-15 22:52:23","TopHats",2
"BH5","SFM3-G3 MCB TOP HAT FOR ADV","ADVTHSFM3G3",0,0,0,0,0,0,\N,0,0,0,"2023-06-15 22:52:23","TopHats",2
"BH6","TS250 4P MCCB TOP HAT FOR ADVD","TS250MCCB-ADV",0,0,0,0,0,0,\N,0,0,0,"2023-06-21 06:54:33","TopHats",2
