"171","SCREW 8-18 X 12 METAL SDS BUTTON WAFER HEAD","TSB812ZY",1000,3000,1000,2000,0.022,1,0.022,1000,2000,3000,66,"2023-06-28 04:33:06","Kanban Stock",2
"172","12mm SADDLE MOUNTING SCREW","TSP8127",1000,2000,1000,1000,1,100,0.01,1013,0,1013,10.13,"2023-06-28 04:33:06","Kanban Stock",2
"181","Self Tapping Screw 5mm x 12","TTM512PZZ",500,500,0,500,0.12,1,0.12,2016,0,2016,241.92,"2023-06-28 04:33:06","Kanban Stock",2
"23","Ferrule Uninsulated 10mm long","UBL100L",100,100,0,100,0.51,10,0.051,832,0,832,42.432,"2023-06-28 04:33:06","Kanban Stock",2
"24","Ferrule Uninsulated 16mm long","UBL160L",100,100,0,100,0.7,10,0.07,448,0,448,31.36,"2023-06-28 04:33:06","Kanban Stock",2
"25","Ferrule Uninsulated 25mm long","UBL250L",100,100,0,100,1.01,10,0.101,195,0,195,19.695,"2023-06-28 04:33:06","Kanban Stock",2
"106","WASHER FLAT ROUND ZINC 6mm (1/4)","WASHM6ZP",400,800,400,400,0.0426,1,0.0426,1440,7500,8940,380.844,"2023-06-28 04:33:06","Kanban Stock",2
"46","WASHER LOAD M8X 18 X 2 HDS Z/P","WBM8182Z",1000,3000,1000,2000,0.2,1,0.2,367,3000,3367,673.4,"2023-06-28 04:33:06","Kanban Stock",2
"98","5MM EXTERNAL TOOTH WASHER ZP","WETM5Z",500,500,0,500,0.011,1,0.011,2143,0,2143,23.573,"2023-06-28 04:33:06","Kanban Stock",2
"149","6MM EXTERNAL TOOTH WASHER ZP ","WETM6Z",1000,1000,0,1000,0.02,1,0.02,1157,0,1157,23.14,"2023-06-28 04:33:06","Kanban Stock",2
"96","3/16X1/2X20G FLAT WASHER ZP","WF3161220Z",1000,3000,1000,2000,0.0118,1,0.0118,2166,3400,5566,65.6788,"2023-06-28 04:33:06","Kanban Stock",2
"160","5/16 X 1 1/4 X 16G FLAT WASHER","WF51611416Z",600,1800,600,1200,0.0667,1,0.0667,202,3600,3802,253.593,"2023-06-28 04:33:06","Kanban Stock",2
"143","5mm Brass Flat Washer","WFM5BR",500,500,0,500,0.0441,1,0.0441,2251,0,2251,99.2691,"2023-06-28 04:33:06","Kanban Stock",2
"153","6MM FL BR WASHER","WFM6BR",300,300,0,300,0.0818,1,0.0818,1596,0,1596,130.553,"2023-06-28 04:33:06","Kanban Stock",2
"178","6MM FL WASHER SS","WFM6S",250,250,0,250,0.0136,1,0.0136,739,0,739,10.0504,"2023-06-28 04:33:06","Kanban Stock",2
"104","M6 X 12.5 X 1.2 FLAT WASHER ZP","WFM6Z",1000,2000,1000,1000,0,0,\N,2221,3400,5621,\N,"2023-06-28 04:33:06","Kanban Stock",2
"166","Lockwasher 10mm internal","WITM10Z",1000,1000,0,1000,0.0455,1,0.0455,942,0,942,42.861,"2023-06-28 04:33:06","Kanban Stock",2
"99","5MM INTERNAL TOOTH WASHER ZP","WITM5Z",500,500,0,500,0.0152,1,0.0152,2262,0,2262,34.3824,"2023-06-28 04:33:06","Kanban Stock",2
"150","6MM INTERNAL TOOTH WASHER ZP ","WITM6Z",1000,1000,0,1000,0.017,1,0.017,1695,0,1695,28.815,"2023-06-28 04:33:06","Kanban Stock",2
"115","8MM INTERNAL TOOTH WASHER ZP","WITM8Z",1000,1000,0,1000,0.0306,1,0.0306,2352,3000,5352,163.771,"2023-06-28 04:33:06","Kanban Stock",2
"47","WASHER LOAD M10 X 23 X 2.5 HDS Z/P","WLM10Z",500,1500,500,1000,0.3,1,0.3,286,500,786,235.8,"2023-06-28 04:33:06","Kanban Stock",2
"48","WASHER LOAD M12","WLM12Z",150,450,150,300,0.606,1,0.606,61,600,661,400.566,"2023-06-28 04:33:06","Kanban Stock",2
"177","10MM SP WASHER SS","WSM10S",250,250,0,250,0.0415,1,0.0415,644,0,644,26.726,"2023-06-28 04:33:06","Kanban Stock",2
"175","6MM SP WASHER SS","WSM6S",250,250,0,250,0.0148,1,0.0148,6821,0,6821,100.951,"2023-06-28 04:33:06","Kanban Stock",2
"176","8MM SP WASHER SS","WSM8S",250,250,0,250,0.0258,1,0.0258,3300,0,3300,85.14,"2023-06-28 04:33:06","Kanban Stock",2
"142","5mm Brass Spring Washer","xxxx",500,500,0,500,0.0441,1,0.0441,38,0,38,1.6758,"2023-06-28 04:33:06","Kanban Stock",2
"128","25mm Flat Head Screw ( Temp E&N Screw)","xxxxxxx",0,0,0,0,1,100,0.01,753,0,753,7.53,"2023-06-28 04:33:06","Kanban Stock",2
